Name,Description,Link,Followers
"Praveen Motamarri","worked at Hyderabad, Telangana, India",https://www.quora.com/profile/Praveen-Motamarri,23
"Robert Latta","former Professor at Bukkyo University, Kyoto",https://www.quora.com/profile/Robert-Latta-5,564
"Christopher S. Burke","",https://www.quora.com/profile/Christopher-S-Burke,36
"Devin Dilley","",https://www.quora.com/profile/Devin-Dilley-1,43
"Eric Tucker","Taught 12 years, nurse 2008-",https://www.quora.com/profile/Eric-Tucker-155,1600
"Joe M","Self Employed",https://www.quora.com/profile/Joe-M-832,10
"Balamurugan Rs","",https://www.quora.com/profile/Balamurugan-Rs,24
"Malik Kara","studied Management & Economics at Moscow State Institute of International Relations (2015)",https://www.quora.com/profile/Malik-Kara,32
"Ken Bedroske","studied at Cardinal Stritch University",https://www.quora.com/profile/Ken-Bedroske,179
"Anupam Chakilam","works at Novartis",https://www.quora.com/profile/Anupam-Chakilam,870
"Lisa Bent","CEO at residence at Homemade Crafter (1990-present)",https://www.quora.com/profile/Lisa-Bent-5,13
"António Carvalho","lives in Lousada, Portugal",https://www.quora.com/profile/Ant%C3%B3nio-Carvalho-38,441
"Nick Wilson","Manager at Local Restaurants",https://www.quora.com/profile/Nick-Wilson-374,90
"Ron Jacob","works at National Health Service",https://www.quora.com/profile/Ron-Jacob-5,11
"Christopher Whitfield","former  A&E Nurse Currently on the Oxford Vaccine Trial",https://www.quora.com/profile/Christopher-Whitfield-23,119
"Terry Hodkin","lives in The United Kingdom",https://www.quora.com/profile/Terry-Hodkin,3
"Alberto Lorenzo","",https://www.quora.com/profile/Alberto-Lorenzo-10,60
"Roger Law","",https://www.quora.com/profile/Roger-Law-34,27
"Caroline Eccleston","Human Resources Officer at Aiming Higher (2021-present)",https://www.quora.com/profile/Caroline-Eccleston-3,25
"Damian Buczek","works at Oil and Gas Industry",https://www.quora.com/profile/Damian-Buczek-1,16
"Shashwat Mishra","Assistant Professor , Neurosurgery  at All India Institute of Medical Sciences, New Delhi",https://www.quora.com/profile/Shashwat-Mishra-13,1000
"Kurt Christopher Smith","",https://www.quora.com/profile/Kurt-Christopher-Smith-1,8
"Subhash Battina","lives in The Blue Planet (1988-present)",https://www.quora.com/profile/Subhash-Battina,311
"Greg Standring","studied at Otumoetai College",https://www.quora.com/profile/Greg-Standring-1,24
"Aurélien Campéas","",https://www.quora.com/profile/Aur%C3%A9lien-Camp%C3%A9as,112
"Oliver","",https://www.quora.com/profile/Oliver-2235,6
"Marco Antonio Muñoz","Attorney at Carey Y Cía. Ltda. (2014-present)",https://www.quora.com/profile/Marco-Antonio-Mu%C3%B1oz,861
"Arthur Kharit","",https://www.quora.com/profile/Arthur-Kharit,0
"Hugh Luckock","scientist & quant",https://www.quora.com/profile/Hugh-Luckock,155
"Radu Tudoran","Passionate about history and the philosophy of religion",https://www.quora.com/profile/Radu-Tudoran,15
"Michael Marshall","",https://www.quora.com/profile/Michael-Marshall-34,103
"Ahmad AboelAzm","Founder and CEO at DripDrop Vape Juice (2016-present)",https://www.quora.com/profile/Ahmad-AboelAzm,31
"Emilio Anthony","Violinist and cellist",https://www.quora.com/profile/Emilio-Anthony,2
"Richard Hurley","works at NightOwl Convenience",https://www.quora.com/profile/Richard-Hurley-6,9
"Aditya Ratna","studied at Indian Institute of Technology, Guwahati",https://www.quora.com/profile/Aditya-Ratna,373
"David","",https://www.quora.com/profile/David-15348,43
"Siddhartha Bhattacharjee","Science enthusiast",https://www.quora.com/profile/Siddhartha-Bhattacharjee-45,236
"Saquib Khan","Lecturer at Independent University, Bangladesh",https://www.quora.com/profile/Saquib-Khan-19,77
"Kene Ibeneme","B.Sc Psychology, Nnamdi Azikiwe University, Awka Nigeria (2017)",https://www.quora.com/profile/Kene-Ibeneme,140
"Tracy Miller","",https://www.quora.com/profile/Tracy-Miller-118,316
"Otto Kerojoki","",https://www.quora.com/profile/Otto-Kerojoki,0
"Vigneshwaran Raveendran","Senior Software Engineer at Agoda",https://www.quora.com/profile/Vigneshwaran-Raveendran,64
"Randall Wright","worked at Ariba",https://www.quora.com/profile/Randall-Wright-2,51
"Stefany Magnes","Regulatory Analyst",https://www.quora.com/profile/Stefany-Magnes-1,173
"Jon Ong","",https://www.quora.com/profile/Jon-Ong-28,0
"Tình Lâm","knows Vietnamese",https://www.quora.com/profile/T%C3%ACnh-L%C3%A2m-2,0
"Tulku Håkon Rian Mancient Ueland","State Minister and Duke  at The Kingdom of Atlantis (2021-present)",https://www.quora.com/profile/Tulku-H%C3%A5kon-Rian-Mancient-Ueland,389
"Achilleas Vortselas","docendo disco, scribendo cogito",https://www.quora.com/profile/Achilleas-Vortselas,9200
"Javi López Franco","",https://www.quora.com/profile/Javi-L%C3%B3pez-Franco,8
"Greg Wilkinson","studied at University of Exeter (2008)",https://www.quora.com/profile/Greg-Wilkinson-17,38
"Gayathri Prathap","MVSc from Kerala Veterinary and Animal Sciences University, Pookode (2019)",https://www.quora.com/profile/Gayathri-Prathap,39
"Sarah Cutts","",https://www.quora.com/profile/Sarah-Cutts-12,0
"Prudhvinath Sharma","22 years on this earth taught me how relationships actually work",https://www.quora.com/profile/Prudhvinath-Sharma,79
"Douglas Boyle","studied at William S. Hart High School",https://www.quora.com/profile/Douglas-Boyle-5,21
"Travis HittRealtor","Entrepreneur.Realtor.D Magazine Top Producer",https://www.quora.com/profile/Travis-HittRealtor,132
"Peter Freysinger","former Node Sequencer",https://www.quora.com/profile/Peter-Freysinger,8
"Leta Rosetree","Therapist, MA Psych degrees +Feline health & behavior prac.",https://www.quora.com/profile/Leta-Rosetree-1,927
"Garfield Cousins","",https://www.quora.com/profile/Garfield-Cousins,38
"Louise Sackville","Retired cartoonist/character designer",https://www.quora.com/profile/Louise-Sackville,2300
"Josef Beeby","I've Been a Professional Editor (2010-present)",https://www.quora.com/profile/Josef-Beeby,23
"Katherine DeAngelo","",https://www.quora.com/profile/Katherine-DeAngelo,2
"Mangesh Singh","studied Engineering",https://www.quora.com/profile/Mangesh-Singh,250
"Sergiu Jurca","Computer Programmer",https://www.quora.com/profile/Sergiu-Jurca,23
"Thảo Phạm","knows Vietnamese",https://www.quora.com/profile/Th%E1%BA%A3o-Ph%E1%BA%A1m-184,0
"Milan Van Hoek","Bioinformatics Scientist (2018-present)",https://www.quora.com/profile/Milan-Van-Hoek,30
"Robert Berger","former Substitute Music Teacher at Long Island Schools ",https://www.quora.com/profile/Robert-Berger-28,364
"Eugene Lewis","Mental Health and Houseless Advocate",https://www.quora.com/profile/Eugene-Lewis-39,27
"Leigh Garrod","",https://www.quora.com/profile/Leigh-Garrod,61
"Andres Pedraza","Former NYSE & Fannie Mae Executive, Full Time Trader now",https://www.quora.com/profile/Andres-Pedraza-1,2600
"Srikrishna Satish","works at Microsoft",https://www.quora.com/profile/Srikrishna-Satish,17
"Fernando","MBA  Master of Business Administration Degrees & IAE Business School | Escuela De Negocios | Universidad Aust…",https://www.quora.com/profile/Fernando-895,1200
"Michael Lawrence","I work in the online gaming field",https://www.quora.com/profile/Michael-Lawrence,303
"Shaun Haney","Bachelor of Science Computer Science, University of West Florida",https://www.quora.com/profile/Shaun-Haney,583
"Prakash Santha Kumar","Managing director (2000-present)",https://www.quora.com/profile/Prakash-Santha-Kumar,22
"Sohail","Self-employed (2015-present)",https://www.quora.com/profile/Sohail-237,971
"Michelle Tan","BTS:My Purple Pill💜Fashion:My F Pill🦋K-Drama:My Escape Pill",https://www.quora.com/profile/Michelle-Tan-446,2300
"Thitiwat Thongprasertsang","B.Sc from National Tsing Hua University (2023)",https://www.quora.com/profile/Thitiwat-Thongprasertsang-1,154
"Michelle Pilecki","Third-generation Pittsburgher, lifelong student",https://www.quora.com/profile/Michelle-Pilecki,644
"Holly Robertson","Veterinary pathologist",https://www.quora.com/profile/Holly-Robertson-6,2400
"Kerstin Wadsten","former Social Worker",https://www.quora.com/profile/Kerstin-Wadsten,10
"Susannah Moyer","Quora Top Writer 2013, 2014, 2015, 2016, 2017, 2018...",https://www.quora.com/profile/Susannah-Moyer,11000
"Kelvin Soto","Clerk of the Circuit Court and County Comptroller (2021-present)",https://www.quora.com/profile/Kelvin-Soto,187
"Honza Chylík","works at University of Cologne",https://www.quora.com/profile/Honza-Chyl%C3%ADk,211
"Akin Williams","Remote Full Stack Developer (2017-present)",https://www.quora.com/profile/Akin-Williams-2,685
"Afif","",https://www.quora.com/profile/Afif-1-1,59
"Bhanu Teja Nalla(భాను తేజ నల్ల)","SoC Design Engineer at Intel (2018-present)",https://www.quora.com/profile/Bhanu-Teja-Nalla-%E0%B0%AD%E0%B0%BE%E0%B0%A8%E0%B1%81-%E0%B0%A4%E0%B1%87%E0%B0%9C-%E0%B0%A8%E0%B0%B2%E0%B1%8D%E0%B0%B2,133
"Vignesh Vicky","",https://www.quora.com/profile/Vignesh-Vicky-3459,0
"David Chan","MD from UCLA, Stanford Oncology Fellowship",https://www.quora.com/profile/David-Chan-316,22900
"C. Jacob","",https://www.quora.com/profile/C-Jacob-13,176
"Susie McClendon","",https://www.quora.com/profile/Susie-McClendon-1,59
"Greg Martyn","works at Royal Mail",https://www.quora.com/profile/Greg-Martyn-4,282
"Ronald Parker","M.A. from Pepperdine University",https://www.quora.com/profile/Ronald-Parker-52,8
"Sara Bertuccio","Mom, Optimist, Extrovert. Fights Lupus & Chronic Pain",https://www.quora.com/profile/Sara-Bertuccio,28
"Simon Mack","studied at Bachelor of Science in Psychology",https://www.quora.com/profile/Simon-Mack-5,21
"Bolu Aiyepola","studied Chemical Engineering at University of Lagos (2019)",https://www.quora.com/profile/Bolu-Aiyepola,60
"Tayna Manchester","former Years Spent in Basic Needs Non-profit ",https://www.quora.com/profile/Tayna-Manchester,1100
"Barney Harford","studied at University of Cambridge",https://www.quora.com/profile/Barney-Harford,99
"John Fiott","MSc Information Security  from Royal Holloway, University of London (2012)",https://www.quora.com/profile/John-Fiott,90
"Prajwal Shetty","",https://www.quora.com/profile/Prajwal-Shetty-18,79
"Tharaka Pathum","",https://www.quora.com/profile/Tharaka-Pathum-4,0
"Barry Henline","former Science Teacher (1969-2004)",https://www.quora.com/profile/Barry-Henline,15
"Viswatez Repakula","IT Project Manager at Porsche (2014-present)",https://www.quora.com/profile/Viswatez-Repakula,235
"Lewis Phrane","lives in Australia",https://www.quora.com/profile/Lewis-Phrane,326
"Shunji Watanabe","worked at Human Resources",https://www.quora.com/profile/Shunji-Watanabe,16
"Mark Paske","studied at University of Saint Thomas (1997)",https://www.quora.com/profile/Mark-Paske-3,27
"Carrie James","studied at University of Kansas",https://www.quora.com/profile/Carrie-James-6,20
"James LaMear","Wrestled in high school",https://www.quora.com/profile/James-LaMear,25
"Michael Baxter","",https://www.quora.com/profile/Michael-Baxter-152,19
"Anshul (अंशुल)","lives in India",https://www.quora.com/profile/Anshul-%E0%A4%85%E0%A4%82%E0%A4%B6%E0%A5%81%E0%A4%B2-2,1300
"Hart Kitt","Freelance Fabricator and Finisher",https://www.quora.com/profile/Hart-Kitt,63
"Kerry Gray","",https://www.quora.com/profile/Kerry-Gray-38,9
"Farhad Heravi","",https://www.quora.com/profile/Farhad-Heravi-1,0
"Lionel Asseraf","lives in Ruby on Rails (2011-present)",https://www.quora.com/profile/Lionel-Asseraf,9
"Kaustabh Choudhury","",https://www.quora.com/profile/Kaustabh-Choudhury,125
"Subhrajyoti Ghatak","works at Amazon.com",https://www.quora.com/profile/Subhrajyoti-Ghatak,473
"Francisco Da Fonseca Rodrigues","works at Colégio Técnico De Campinas - Cotuca",https://www.quora.com/profile/Francisco-Da-Fonseca-Rodrigues,7
"Chris Priest","",https://www.quora.com/profile/Chris-Priest-12,2
"Jon Barnes","Web Developer/Musician at Self-Employed",https://www.quora.com/profile/Jon-Barnes,247
"Daniel Witgen","M.S.  Secondary Education, Marygrove College",https://www.quora.com/profile/Daniel-Witgen,5
"Majed J","CA. Martial Artist. Works with young people.",https://www.quora.com/profile/Majed-J-3,84
"Hector Grantz","",https://www.quora.com/profile/Hector-Grantz,0
"Rahul Meena","",https://www.quora.com/profile/Rahul-Meena-292,4
"David Hedley-Cheney","",https://www.quora.com/profile/David-Hedley-Cheney,0
"Michal Szostak","",https://www.quora.com/profile/Michal-Szostak,54
"Andrew Thompson","Former smoker of 29 years, vaper & THR advocate since 2014",https://www.quora.com/profile/Andrew-Thompson-88,88
"John Grout","Quantitative Analysis, VP at Citigroup Global Markets (2021-present)",https://www.quora.com/profile/John-Grout-12,43
"Gary Lee Taylor","studied at Swindon College",https://www.quora.com/profile/Gary-Lee-Taylor-1,19
"Ai Enma","A boy who is learning to live.",https://www.quora.com/profile/Ai-Enma-33,124
"Mariano Santiago","",https://www.quora.com/profile/Mariano-Santiago-3,2
"Tenzin Dhonden","Staff (2012-present)",https://www.quora.com/profile/Tenzin-Dhonden-5,616
"Bob Trent","",https://www.quora.com/profile/Bob-Trent-9,274
"Michael Jacquaye","",https://www.quora.com/profile/Michael-Jacquaye,3
"Inri David Hernandez Rios","",https://www.quora.com/profile/Inri-David-Hernandez-Rios,66
"Stephen Ruvolo","",https://www.quora.com/profile/Stephen-Ruvolo,0
"Tablet Singh","",https://www.quora.com/profile/Tablet-Singh-1,0
"Surya Sampanna","Keep it simple",https://www.quora.com/profile/Surya-Sampanna,3
"William Joe","former Account Management ",https://www.quora.com/profile/William-Joe-55,543
"Ruth Hammond","Senior Editor, People, Almanac at The Chronicle of Higher Education (2005-present)",https://www.quora.com/profile/Ruth-Hammond-4,14
"Vicki Sisson","lives in Broken Arrow, OK",https://www.quora.com/profile/Vicki-Sisson-1,17
"Lucy Hoedel","•~<><><>~•",https://www.quora.com/profile/Lucy-Hoedel-1,30
"Rex Barker","",https://www.quora.com/profile/Rex-Barker-2,2
"Tim Isaac","studied at USD School of Law (1997)",https://www.quora.com/profile/Tim-Isaac-22,45
"Lupe Plaza","",https://www.quora.com/profile/Lupe-Plaza,0
"Tom Amans","",https://www.quora.com/profile/Tom-Amans,0
"Humpa","Retired Old Guy",https://www.quora.com/profile/Humpa,0
"Gayathry Raghupathy","works at Groupon",https://www.quora.com/profile/Gayathry-Raghupathy-1,111
"Gerard Butler","",https://www.quora.com/profile/Gerard-Butler-94,148
"Praveen Philip","",https://www.quora.com/profile/Praveen-Philip-6,0
"Michelle Duff","lives in Clearwater, FL",https://www.quora.com/profile/Michelle-Duff-3,19
"Lukio Olweny","",https://www.quora.com/profile/Lukio-Olweny,0
"Justin Tropea","",https://www.quora.com/profile/Justin-Tropea,8
"Gabriel Martinez","knows English",https://www.quora.com/profile/Gabriel-Martinez-617,8
"M.K. Zaman","Active in community welfare groups",https://www.quora.com/profile/M-K-Zaman,222
"Gary Norberg","studied Electrical and Electronics Engineering at University of Minnesota - Twin Cities",https://www.quora.com/profile/Gary-Norberg-1,38
"Sudheera Hewapathirana","studied at Homeschooling",https://www.quora.com/profile/Sudheera-Hewapathirana,46
"Jan Walsh","lives in Saint Charles, Illinois",https://www.quora.com/profile/Jan-Walsh-12,0
"Charles Leggat (He/Him)","lives in Leicestershire, UK",https://www.quora.com/profile/Charles-Leggat-He-Him,269
"Eric Jensen","former Operations Manager (1990-2016)",https://www.quora.com/profile/Eric-Jensen-36,14
"Juan Manuel Llaury","studied at Facultad De Informática UNLP (2010)",https://www.quora.com/profile/Juan-Manuel-Llaury,2900
"Jill Smith - INTJ","lives in Fraser Valley, BC (2007-present)",https://www.quora.com/profile/Jill-Smith-INTJ,45
"Jennifer Larson","studied Nursing at University of South Dakota (1996)",https://www.quora.com/profile/Jennifer-Larson-84,7000
"Spencer Lincoln Green","works at Pennsylvania State University",https://www.quora.com/profile/Spencer-Lincoln-Green,11
"Die Britse","",https://www.quora.com/profile/Die-Britse,2
"Dan Wjeer","former Economista",https://www.quora.com/profile/Dan-Wjeer,298
"Techy Dew","",https://www.quora.com/profile/Techy-Dew,25
"Jim Rahn","",https://www.quora.com/profile/Jim-Rahn,244
"Bonny Saxon","Special Projects Research (2018-present)",https://www.quora.com/profile/Bonny-Saxon,33
"Mary Kay DeRosa","",https://www.quora.com/profile/Mary-Kay-DeRosa,85
"Tooth","",https://www.quora.com/profile/Tooth-11,113
"Howard Goodman","",https://www.quora.com/profile/Howard-Goodman-23,4
"Stefano Ghirlanda","Director of Macaulay Honors at Brooklyn College (2017-present)",https://www.quora.com/profile/Stefano-Ghirlanda-1,49
"Kv Reddy","former Served at Indian Army for Sixteen Years.",https://www.quora.com/profile/Kv-Reddy-21,56
"Jack Chaney","former Electronic Technician (Retired) (1996-2018)",https://www.quora.com/profile/Jack-Chaney-7,110
"Theron Smith","",https://www.quora.com/profile/Theron-Smith-16,10
"CJ Hardy","Owner at IncrediblySimple.net (2002-present)",https://www.quora.com/profile/CJ-Hardy-2,4300
"Donna Vickers","3 children, 6 grand-children",https://www.quora.com/profile/Donna-Vickers-17,2500
"Mike Volkmar","Graphic Designer (1987-present)",https://www.quora.com/profile/Mike-Volkmar,9
"Mike Wingrove","lives in Canada (1967-present)",https://www.quora.com/profile/Mike-Wingrove,201
"Hamza","",https://www.quora.com/profile/Hamza-249,52
"Mary Phillips","M.S. from University of Nebraska-Lincoln",https://www.quora.com/profile/Mary-Phillips-43,335
"Jill Schulz","R.Ph, Mom, Grandmother , discoverer of life and happiness",https://www.quora.com/profile/Jill-Schulz-8,1800
"Sally Wij","studied at University of Western Australia",https://www.quora.com/profile/Sally-Wij,183
"Brad Kinzbach","",https://www.quora.com/profile/Brad-Kinzbach-1,13
"Michael Elwan","",https://www.quora.com/profile/Michael-Elwan,14
"Harold Reinbold","Vagabond Gypsy (1900-present)",https://www.quora.com/profile/Harold-Reinbold,113
"Johnna Kay Zwernemann","Field Data Collector (2021-present)",https://www.quora.com/profile/Johnna-Kay-Zwernemann,2800
"Angela Neik","Life Coach (2018-present)",https://www.quora.com/profile/Angela-Neik,5400
"Matis Martin","Professional Forex Trader  (2013-present)",https://www.quora.com/profile/Matis-Martin-1,547
"Lisa Conlon","former Bass Playing Horticulturalist. ",https://www.quora.com/profile/Lisa-Conlon-14,49
"Veer Kesharwani","",https://www.quora.com/profile/Veer-Kesharwani-1,27
"Debra (Debbie) G.","Over half a century of life's experiences and mother of two.",https://www.quora.com/profile/Debra-Debbie-G,2100
"Crystal Miron","Customer Service, Sales Support, Versatile Do-Gooder.",https://www.quora.com/profile/Crystal-Miron-1,644
"Wisam وسام","B.S. Computer Engineering, Univeristy of Baghdad (2023)",https://www.quora.com/profile/Wisam-%D9%88%D8%B3%D8%A7%D9%85,96
"Radhika Singhal","worked at WorldQuant",https://www.quora.com/profile/Radhika-Singhal,102
"Tudor Neag","",https://www.quora.com/profile/Tudor-Neag,29
"Shulamit Widawsky","Mental health professional and writer",https://www.quora.com/profile/Shulamit-Widawsky,16300
"Gayle Yester","",https://www.quora.com/profile/Gayle-Yester,0
"Chi Nguyen","",https://www.quora.com/profile/Chi-Nguyen-333,35
"Susan Jones","",https://www.quora.com/profile/Susan-Jones-74,65
"Swapnil Banga","former Software Developer at Heeko (2020-2022)",https://www.quora.com/profile/Swapnil-Banga,224
"Jenifer Ayala","",https://www.quora.com/profile/Jenifer-Ayala-2,0
"Elisha Cheeseman","Self-employed (2017-present)",https://www.quora.com/profile/Elisha-Cheeseman,110
"Romy K. Badal","lives in Tartu (2015-present)",https://www.quora.com/profile/Romy-K-Badal,26
"Gary Dameron","",https://www.quora.com/profile/Gary-Dameron,0
"Shafiqah Berry","",https://www.quora.com/profile/Shafiqah-Berry,7
"Matthew Hucher","The wolf grows up in the woods.",https://www.quora.com/profile/Matthew-Hucher,44
"Mark Jackson","𝙼𝙰𝙽𝙰𝙶𝙴𝚁 (2013-present)",https://www.quora.com/profile/Mark-Jackson-1296,78
"Anand Rastogi","",https://www.quora.com/profile/Anand-Rastogi-1,33
"Kathy Felgran","former Retired",https://www.quora.com/profile/Kathy-Felgran,28
"Milind K. Alshi","studied at Graduated",https://www.quora.com/profile/Milind-K-Alshi-1,19
"Alexandru Manea","",https://www.quora.com/profile/Alexandru-Manea-8,168
"Barbara White","",https://www.quora.com/profile/Barbara-White-204,20
"Brian Blose","Software Developer, Novelist, Quora Addict",https://www.quora.com/profile/Brian-Blose,931
"Wyldflower Herrera","",https://www.quora.com/profile/Wyldflower-Herrera,13
"Steve Taylor","",https://www.quora.com/profile/Steve-Taylor-736,6
"Akshay Masaun","",https://www.quora.com/profile/Akshay-Masaun,11
"Muhammed Akram Musba","",https://www.quora.com/profile/Muhammed-Akram-Musba,3
"Mithur Sheridan","Spanish Public Servant (2001-present)",https://www.quora.com/profile/Mithur-Sheridan,1400
"Charlie Diaz","",https://www.quora.com/profile/Charlie-Diaz-6,3
"Quora User","Film Producer ",https://www.quora.com/profile/Charlize-Africa-Actress,437
"Sarah McLean","aspiring novelist.",https://www.quora.com/profile/Sarah-McLean-11,4500
"Judith Winter","",https://www.quora.com/profile/Judith-Winter-13,7
"Channa Saman","",https://www.quora.com/profile/Channa-Saman,2
"DC Chaudhary","",https://www.quora.com/profile/DC-Chaudhary-5,18
"Sachin Singh","works at Indian Audit and Accounts Department (2018-present)",https://www.quora.com/profile/Sachin-Singh-153,16
"Vivian","M. A. Arts, NCKU (2021)",https://www.quora.com/profile/Vivian-1317,67
"Manu","Be from Pk Technical Campus (2019)",https://www.quora.com/profile/Manu-1685,17
"Graeme Brown","",https://www.quora.com/profile/Graeme-Brown-70,0
"Bramanandha Reddy","lives in Chennai, Tamil Nadu, India",https://www.quora.com/profile/Bramanandha-Reddy,133
"Cynthia Kim","M.s Sustainable Urban Development (2018)",https://www.quora.com/profile/Cynthia-Kim-47,76
"Daniel","University Lecturer (2004-present)",https://www.quora.com/profile/Daniel-8108,23
"Sanjay Bali","knows Middle English",https://www.quora.com/profile/Sanjay-Bali-6,2
"Burton Elham","",https://www.quora.com/profile/Burton-Elham,4
"Tina Ragni Cain","studied at Delaware Technical & Community College",https://www.quora.com/profile/Tina-Ragni-Cain,80
"Roger Hendershot","",https://www.quora.com/profile/Roger-Hendershot-1,47
"Ray Stapleton","",https://www.quora.com/profile/Ray-Stapleton-1,0
"Rick Bell","lives in The United States of America (1980-present)",https://www.quora.com/profile/Rick-Bell-7,90
"Stephane Mahieu","Coffee Mill Manager / Operation Manager (2011-present)",https://www.quora.com/profile/Stephane-Mahieu,343
"Mick Bastian","",https://www.quora.com/profile/Mick-Bastian,5
"Shriniwas Apte","studied Physics, Chemistry, and Mathematics at S P College, Pune",https://www.quora.com/profile/Shriniwas-Apte-1,40
"Pranay Lohiya","worked at AIESEC in Poland - Local Committee University of Warsaw",https://www.quora.com/profile/Pranay-Lohiya,162
"Sakshi Singh","studied at Miranda House, University of Delhi",https://www.quora.com/profile/Sakshi-Singh-63,98
"Carina Belle","knows Danish",https://www.quora.com/profile/Carina-Belle-1,3
"Nick Marden","Founder at Rapid River Software (2013-present)",https://www.quora.com/profile/Nick-Marden,107
"Steven Spielman","Research Scientist at Aerosol Dynamics Inc. (2008-present)",https://www.quora.com/profile/Steven-Spielman,437
"Saleena P","",https://www.quora.com/profile/Saleena-P-1,4
"Islam Mowafy","Business Lead  at Pharmaceuticals (2001-present)",https://www.quora.com/profile/Islam-Mowafy-2,92
"Simon Khoury","Father, Dentist, Pro-EV/Cleantech, 3D Printer, Chia Farmer.",https://www.quora.com/profile/Simon-Khoury-1,1400
"Brent Keene","Self Employed at Boltz Electric (1970-present)",https://www.quora.com/profile/Brent-Keene-1,5
"Hath Yogi","",https://www.quora.com/profile/Hath-Yogi,101
"Stephen Franks","worked at Law Firms",https://www.quora.com/profile/Stephen-Franks,120
"Iain McClatchie","works at Consulting",https://www.quora.com/profile/Iain-McClatchie,2100
"Bill Milans","",https://www.quora.com/profile/Bill-Milans,0
"Maryam Fatima","Member of Applied Zoological Society of Pakistan",https://www.quora.com/profile/Maryam-Fatima-284,130
"John Hixson","BSD geek at Red Hat (2019-present)",https://www.quora.com/profile/John-Hixson-1,67
"Maria Y.","lives in Milan, Italy",https://www.quora.com/profile/Maria-Y-46,29
"Bert Veerman","retired clinical neurologist, amateur passion for science.",https://www.quora.com/profile/Bert-Veerman,193
"Erjon James","studied Jackson, Mississippi. USA at Mississippi State University (1980)",https://www.quora.com/profile/Erjon-James-1,136
"Arja Hariharanath","studied at Assisi Vidyaniketan Public School",https://www.quora.com/profile/Arja-Hariharanath,100
"Dexter Daclan","",https://www.quora.com/profile/Dexter-Daclan-2,154
"Talhah Bodhania","BA Psychology , Executive Coaching & Psychology (2012)",https://www.quora.com/profile/Talhah-Bodhania,84
"Pankaj Guglani","",https://www.quora.com/profile/Pankaj-Guglani-2,87
"Cihad Kıbrıs","Research Assistant at Istanbul Technical University (2020-present)",https://www.quora.com/profile/Cihad-K%C4%B1br%C4%B1s,718
"Partha Sarathi Chaudhuri","lives in Bengaluru, Karnataka, India",https://www.quora.com/profile/Partha-Sarathi-Chaudhuri-1,50
"Kinskid Prempeh","",https://www.quora.com/profile/Kinskid-Prempeh,0
"Shubhraketan Halder","lives in Dallas, TX",https://www.quora.com/profile/Shubhraketan-Halder,8
"Qaseem Zaidi","",https://www.quora.com/profile/Qaseem-Zaidi-1,55
"Shivam Gupta","Computer Science Undergrad Student at MNNIT",https://www.quora.com/profile/Shivam-Gupta-1420,12
"Adrian","lives in Bucharest",https://www.quora.com/profile/Adrian-1577,26
"Aditya","M.tech Biotechnology, Maharishi Vidya Mandir, Chennai (2016)",https://www.quora.com/profile/Aditya-2377,139
"Geoff Gunner","",https://www.quora.com/profile/Geoff-Gunner,110
"Adi Yanto","",https://www.quora.com/profile/Adi-Yanto-1-1,46
"Sumanth Krishna","studied at University Visvesvaraya College of Engineering",https://www.quora.com/profile/Sumanth-Krishna-1,149
"Abhishek Kala","studied at Indian Institute of Technology, Delhi",https://www.quora.com/profile/Abhishek-Kala-3,87
"Luka lasari","",https://www.quora.com/profile/Luka-lasari,5
"Vimal Rai","18 years experiences in  Food Technology  & Engineering",https://www.quora.com/profile/Vimal-Rai-15,42
"David","lives in El Puerto De Santa María",https://www.quora.com/profile/David-11045,51
"Ariane McDonald","",https://www.quora.com/profile/Ariane-McDonald-1,13
"Serhiy Kalinovsky","Strategy at Consumer Products and Services",https://www.quora.com/profile/Serhiy-Kalinovsky,53
"Corey Hawke","Longtime geek, handyman, private pilot and lifehacker.",https://www.quora.com/profile/Corey-Hawke,315
"Jayson Van","Chemical Engineer (2015-present)",https://www.quora.com/profile/Jayson-Van-1,2700
"Quincy Hansen","Amateur entomologist, proud autistic, and player of bass.",https://www.quora.com/profile/Quincy-Hansen-1,440
"Azatuhi Ayrikyan","PhD from Technical University of Darmstadt (2017)",https://www.quora.com/profile/Azatuhi-Ayrikyan,207
"Jorge França","studied at University of Porto",https://www.quora.com/profile/Jorge-Fran%C3%A7a,59
"New French Claret","I like Corelli and Motorhead.",https://www.quora.com/profile/New-French-Claret-1,82
"Gledix Zeta","Interested in history and archaeology",https://www.quora.com/profile/Gledix-Zeta,40
"Bob J","VP at Technology Leadership Consulting",https://www.quora.com/profile/Bob-J-158,1200
"Julio San","",https://www.quora.com/profile/Julio-San-1,2
"Philippe Jaran","lives in France",https://www.quora.com/profile/Philippe-Jaran,2600
"Simon Meinhard","",https://www.quora.com/profile/Simon-Meinhard,7
"Siva Brahmam Jonnalagadda","",https://www.quora.com/profile/Siva-Brahmam-Jonnalagadda,70
"Mary Taylor","studied at School of Life and Experiences (1985)",https://www.quora.com/profile/Mary-Taylor-244,77
"Kanika Babbar","",https://www.quora.com/profile/Kanika-Babbar-8,327
"Glenn Wood","Software Engineer, Retired",https://www.quora.com/profile/Glenn-Wood,105
"Patrick Murphy","",https://www.quora.com/profile/Patrick-Murphy-884,0
"Dominique Elizondo","B.A. International Studies, University of North Texas",https://www.quora.com/profile/Dominique-Elizondo,3
